gene	KO	pathway	description
OCG00308	K01518	map00240	Pyrimidine metabolism
OCG00308	K01518	map01100	Metabolic pathways
OCG00310	K00627	map00010	Glycolysis / Gluconeogenesis
OCG00310	K00627	map00020	Citrate cycle (TCA cycle)
OCG00310	K00627	map00620	Pyruvate metabolism
OCG00310	K00627	map01100	Metabolic pathways
OCG00310	K00627	map01110	Biosynthesis of secondary metabolites
OCG00310	K00627	map01200	Carbon metabolism
OCG00313	K00627	map00010	Glycolysis / Gluconeogenesis
OCG00313	K00627	map00020	Citrate cycle (TCA cycle)
OCG00313	K00627	map00620	Pyruvate metabolism
OCG00313	K00627	map01100	Metabolic pathways
OCG00313	K00627	map01110	Biosynthesis of secondary metabolites
OCG00313	K00627	map01200	Carbon metabolism
OCG00314	K07573	map03018	RNA degradation
OCG00318	K00228	map00860	Porphyrin metabolism
OCG00318	K00228	map01100	Metabolic pathways
OCG00318	K00228	map01110	Biosynthesis of secondary metabolites
OCG00318	K00228	map01240	Biosynthesis of cofactors
OCG00319	K07562	map03008	Ribosome biogenesis in eukaryotes
OCG00319	K07562	map03013	Nucleocytoplasmic transport
OCG00320	K11204	map00270	Cysteine and methionine metabolism
OCG00320	K11204	map00480	Glutathione metabolism
OCG00320	K11204	map01100	Metabolic pathways
OCG00320	K11204	map01240	Biosynthesis of cofactors
OCG00322	K02537	map04111	Cell cycle - yeast
OCG00322	K02537	map04113	Meiosis - yeast
OCG00323	K02212	map03030	DNA replication
OCG00323	K02212	map04111	Cell cycle - yeast
OCG00323	K02212	map04113	Meiosis - yeast
OCG00324	K14403	map03015	mRNA surveillance pathway
OCG00327	K02964	map03010	Ribosome
OCG00328	K21456	map00270	Cysteine and methionine metabolism
OCG00328	K21456	map00480	Glutathione metabolism
OCG00328	K21456	map01100	Metabolic pathways
OCG00328	K21456	map01240	Biosynthesis of cofactors
OCG00329	K03035	map03050	Proteasome
OCG00330	K00856	map00230	Purine metabolism
OCG00330	K00856	map01100	Metabolic pathways
OCG00330	K00856	map01232	Nucleotide metabolism
OCG00331	K00611	map00220	Arginine biosynthesis
OCG00331	K00611	map01100	Metabolic pathways
OCG00331	K00611	map01110	Biosynthesis of secondary metabolites
OCG00331	K00611	map01230	Biosynthesis of amino acids
OCG00332	K19030	map00051	Fructose and mannose metabolism
OCG00334	K00418	map00190	Oxidative phosphorylation
OCG00334	K00418	map01100	Metabolic pathways
OCG00336	K03364	map04111	Cell cycle - yeast
OCG00336	K03364	map04120	Ubiquitin mediated proteolysis
OCG00337	K00236	map00020	Citrate cycle (TCA cycle)
OCG00337	K00236	map00190	Oxidative phosphorylation
OCG00337	K00236	map01100	Metabolic pathways
OCG00337	K00236	map01110	Biosynthesis of secondary metabolites
OCG00337	K00236	map01200	Carbon metabolism
OCG00341	K17607	map04138	Autophagy - yeast
OCG00343	K02996	map03010	Ribosome
OCG00345	K01881	map00970	Aminoacyl-tRNA biosynthesis
OCG00346	K10755	map03030	DNA replication
OCG00346	K10755	map03420	Nucleotide excision repair
OCG00346	K10755	map03430	Mismatch repair
OCG00347	K00275	map00750	Vitamin B6 metabolism
OCG00347	K00275	map01100	Metabolic pathways
OCG00347	K00275	map01240	Biosynthesis of cofactors
OCG00351	K09578	map03250	Viral life cycle - HIV-1
OCG00353	K00002	map00010	Glycolysis / Gluconeogenesis
OCG00353	K00002	map00040	Pentose and glucuronate interconversions
OCG00353	K00002	map00053	Ascorbate and aldarate metabolism
OCG00353	K00002	map00561	Glycerolipid metabolism
OCG00353	K00002	map00620	Pyruvate metabolism
OCG00353	K00002	map01100	Metabolic pathways
OCG00353	K00002	map01110	Biosynthesis of secondary metabolites
OCG00353	K00002	map01240	Biosynthesis of cofactors
OCG00354	K03648	map03410	Base excision repair
OCG00355	K08736	map03430	Mismatch repair
OCG00356	K07897	map04138	Autophagy - yeast
OCG00356	K07897	map04144	Endocytosis
OCG00356	K07897	map04145	Phagosome
OCG00358	K17764	map04139	Mitophagy - yeast
OCG00359	K01922	map00770	Pantothenate and CoA biosynthesis
OCG00359	K01922	map01100	Metabolic pathways
OCG00359	K01922	map01240	Biosynthesis of cofactors
OCG00359	K11237	map04011	MAPK signaling pathway - yeast
OCG00360	K03123	map03022	Basal transcription factors
OCG00361	K12771	map04113	Meiosis - yeast
OCG00362	K00860	map00230	Purine metabolism
OCG00362	K00860	map00920	Sulfur metabolism
OCG00362	K00860	map01100	Metabolic pathways
OCG00363	K00227	map00100	Steroid biosynthesis
OCG00363	K00227	map01100	Metabolic pathways
OCG00363	K00227	map01110	Biosynthesis of secondary metabolites
OCG00364	K11121	map00760	Nicotinate and nicotinamide metabolism
OCG00364	K11121	map01100	Metabolic pathways
OCG00364	K11121	map04213	Longevity regulating pathway - multiple species
OCG00364	K11412	map00760	Nicotinate and nicotinamide metabolism
OCG00364	K11412	map01100	Metabolic pathways
OCG00365	K03800	map00785	Lipoic acid metabolism
OCG00365	K03800	map01100	Metabolic pathways
OCG00365	K03800	map01240	Biosynthesis of cofactors
OCG00366	K12197	map04144	Endocytosis
OCG00368	K00963	map00040	Pentose and glucuronate interconversions
OCG00368	K00963	map00052	Galactose metabolism
OCG00368	K00963	map00500	Starch and sucrose metabolism
OCG00368	K00963	map00520	Amino sugar and nucleotide sugar metabolism
OCG00368	K00963	map01100	Metabolic pathways
OCG00368	K00963	map01110	Biosynthesis of secondary metabolites
OCG00368	K00963	map01240	Biosynthesis of cofactors
OCG00368	K00963	map01250	Biosynthesis of nucleotide sugars
OCG00369	K10365	map04144	Endocytosis
OCG00371	K01866	map00970	Aminoacyl-tRNA biosynthesis
OCG00373	K13711	map00562	Inositol phosphate metabolism
OCG00373	K13711	map01100	Metabolic pathways
OCG00373	K13711	map04070	Phosphatidylinositol signaling system
OCG00374	K05283	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG00374	K05283	map01100	Metabolic pathways
OCG00375	K02137	map00190	Oxidative phosphorylation
OCG00375	K02137	map01100	Metabolic pathways
OCG00377	K10849	map03420	Nucleotide excision repair
OCG00378	K14319	map03013	Nucleocytoplasmic transport
OCG00380	K01192	map00511	Other glycan degradation
OCG00380	K01624	map00010	Glycolysis / Gluconeogenesis
OCG00380	K01624	map00030	Pentose phosphate pathway
OCG00380	K01624	map00051	Fructose and mannose metabolism
OCG00380	K01624	map00680	Methane metabolism
OCG00380	K01624	map01100	Metabolic pathways
OCG00380	K01624	map01110	Biosynthesis of secondary metabolites
OCG00380	K01624	map01200	Carbon metabolism
OCG00380	K01624	map01230	Biosynthesis of amino acids
OCG00383	K01493	map00240	Pyrimidine metabolism
OCG00383	K01493	map01100	Metabolic pathways
OCG00383	K01493	map01232	Nucleotide metabolism
OCG00385	K00121	map00010	Glycolysis / Gluconeogenesis
OCG00385	K00121	map00071	Fatty acid degradation
OCG00385	K00121	map00350	Tyrosine metabolism
OCG00385	K00121	map00620	Pyruvate metabolism
OCG00385	K00121	map00680	Methane metabolism
OCG00385	K00121	map01100	Metabolic pathways
OCG00385	K00121	map01110	Biosynthesis of secondary metabolites
OCG00385	K00121	map01200	Carbon metabolism
OCG00389	K02265	map00190	Oxidative phosphorylation
OCG00389	K02265	map01100	Metabolic pathways
OCG00392	K01900	map00020	Citrate cycle (TCA cycle)
OCG00392	K01900	map00640	Propanoate metabolism
OCG00392	K01900	map01100	Metabolic pathways
OCG00392	K01900	map01110	Biosynthesis of secondary metabolites
OCG00392	K01900	map01200	Carbon metabolism
OCG00393	K03936	map00190	Oxidative phosphorylation
OCG00393	K03936	map01100	Metabolic pathways
OCG00397	K05284	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG00397	K05284	map01100	Metabolic pathways
OCG00400	K01883	map00970	Aminoacyl-tRNA biosynthesis
OCG00401	K01507	map00190	Oxidative phosphorylation
OCG00402	K11584	map03015	mRNA surveillance pathway
OCG00402	K11584	map04113	Meiosis - yeast
OCG00403	K14407	map03015	mRNA surveillance pathway
OCG00404	K03062	map03050	Proteasome
OCG00406	K04487	map00730	Thiamine metabolism
OCG00406	K04487	map01100	Metabolic pathways
OCG00406	K04487	map01240	Biosynthesis of cofactors
OCG00406	K04487	map04122	Sulfur relay system
OCG00407	K14396	map03015	mRNA surveillance pathway
OCG00408	K03939	map00190	Oxidative phosphorylation
OCG00408	K03939	map01100	Metabolic pathways
OCG00409	K00831	map00260	Glycine, serine and threonine metabolism
OCG00409	K00831	map00270	Cysteine and methionine metabolism
OCG00409	K00831	map00680	Methane metabolism
OCG00409	K00831	map00750	Vitamin B6 metabolism
OCG00409	K00831	map01100	Metabolic pathways
OCG00409	K00831	map01110	Biosynthesis of secondary metabolites
OCG00409	K00831	map01200	Carbon metabolism
OCG00409	K00831	map01230	Biosynthesis of amino acids
OCG00409	K00831	map01240	Biosynthesis of cofactors
OCG00412	K03514	map03018	RNA degradation
OCG00419	K01557	map00350	Tyrosine metabolism
OCG00419	K01557	map01100	Metabolic pathways
OCG00420	K06215	map00750	Vitamin B6 metabolism
OCG00420	K06215	map01100	Metabolic pathways
OCG00420	K06215	map01240	Biosynthesis of cofactors
OCG00421	K00411	map00190	Oxidative phosphorylation
OCG00421	K00411	map01100	Metabolic pathways
OCG00422	K00264	map00250	Alanine, aspartate and glutamate metabolism
OCG00422	K00264	map00910	Nitrogen metabolism
OCG00422	K00264	map01100	Metabolic pathways
OCG00422	K00264	map01110	Biosynthesis of secondary metabolites
OCG00422	K00264	map01230	Biosynthesis of amino acids
OCG00423	K12844	map03040	Spliceosome
OCG00424	K00161	map00010	Glycolysis / Gluconeogenesis
OCG00424	K00161	map00020	Citrate cycle (TCA cycle)
OCG00424	K00161	map00620	Pyruvate metabolism
OCG00424	K00161	map01100	Metabolic pathways
OCG00424	K00161	map01110	Biosynthesis of secondary metabolites
OCG00424	K00161	map01200	Carbon metabolism
OCG00426	K10685	map04120	Ubiquitin mediated proteolysis
OCG00427	K03124	map03022	Basal transcription factors
OCG00430	K02941	map03010	Ribosome
OCG00431	K14962	map03015	mRNA surveillance pathway
OCG00432	K02959	map03010	Ribosome
OCG00433	K02943	map03010	Ribosome
OCG00434	K00413	map00190	Oxidative phosphorylation
OCG00434	K00413	map01100	Metabolic pathways
OCG00435	K10256	map01040	Biosynthesis of unsaturated fatty acids
OCG00435	K10256	map01100	Metabolic pathways
OCG00435	K10256	map01212	Fatty acid metabolism
OCG00438	K02735	map03050	Proteasome
OCG00439	K01509	map00230	Purine metabolism
OCG00439	K01509	map01100	Metabolic pathways
OCG00439	K01509	map01110	Biosynthesis of secondary metabolites
OCG00439	K01509	map01232	Nucleotide metabolism
OCG00440	K00026	map00020	Citrate cycle (TCA cycle)
OCG00440	K00026	map00270	Cysteine and methionine metabolism
OCG00440	K00026	map00620	Pyruvate metabolism
OCG00440	K00026	map00630	Glyoxylate and dicarboxylate metabolism
OCG00440	K00026	map01100	Metabolic pathways
OCG00440	K00026	map01110	Biosynthesis of secondary metabolites
OCG00440	K00026	map01200	Carbon metabolism
OCG00441	K00027	map00620	Pyruvate metabolism
OCG00441	K00027	map01200	Carbon metabolism
OCG00442	K02880	map03010	Ribosome
OCG00443	K08513	map04130	SNARE interactions in vesicular transport
OCG00444	K15371	map00220	Arginine biosynthesis
OCG00444	K15371	map00250	Alanine, aspartate and glutamate metabolism
OCG00444	K15371	map00430	Taurine and hypotaurine metabolism
OCG00444	K15371	map00910	Nitrogen metabolism
OCG00444	K15371	map01100	Metabolic pathways
OCG00445	K12831	map03040	Spliceosome
OCG00446	K01870	map00970	Aminoacyl-tRNA biosynthesis
OCG00447	K00565	map03015	mRNA surveillance pathway
OCG00448	K12351	map00600	Sphingolipid metabolism
OCG00448	K12351	map01100	Metabolic pathways
OCG00451	K04486	map00340	Histidine metabolism
OCG00451	K04486	map01100	Metabolic pathways
OCG00451	K04486	map01110	Biosynthesis of secondary metabolites
OCG00451	K04486	map01230	Biosynthesis of amino acids
OCG00455	K01764	map00860	Porphyrin metabolism
OCG00455	K01764	map01100	Metabolic pathways
OCG00456	K06676	map04111	Cell cycle - yeast
OCG00457	K14298	map03013	Nucleocytoplasmic transport
OCG00462	K10577	map03013	Nucleocytoplasmic transport
OCG00462	K10577	map04120	Ubiquitin mediated proteolysis
OCG00464	K00787	map00900	Terpenoid backbone biosynthesis
OCG00464	K00787	map01100	Metabolic pathways
OCG00464	K00787	map01110	Biosynthesis of secondary metabolites
OCG00467	K01803	map00010	Glycolysis / Gluconeogenesis
OCG00467	K01803	map00051	Fructose and mannose metabolism
OCG00467	K01803	map00562	Inositol phosphate metabolism
OCG00467	K01803	map01100	Metabolic pathways
OCG00467	K01803	map01110	Biosynthesis of secondary metabolites
OCG00467	K01803	map01200	Carbon metabolism
OCG00467	K01803	map01230	Biosynthesis of amino acids
OCG00468	K00602	map00230	Purine metabolism
OCG00468	K00602	map00670	One carbon pool by folate
OCG00468	K00602	map01100	Metabolic pathways
OCG00468	K00602	map01110	Biosynthesis of secondary metabolites
OCG00469	K00697	map00500	Starch and sucrose metabolism
OCG00469	K00697	map01100	Metabolic pathways
OCG00469	K00697	map01110	Biosynthesis of secondary metabolites
OCG00470	K02865	map03010	Ribosome
OCG00471	K12870	map03040	Spliceosome
OCG00473	K00147	map00330	Arginine and proline metabolism
OCG00473	K00147	map00332	Carbapenem biosynthesis
OCG00473	K00147	map01100	Metabolic pathways
OCG00473	K00147	map01110	Biosynthesis of secondary metabolites
OCG00473	K00147	map01230	Biosynthesis of amino acids
OCG00475	K13341	map04146	Peroxisome
OCG00476	K10858	map03430	Mismatch repair
OCG00477	K12562	map04144	Endocytosis
OCG00478	K20221	map03013	Nucleocytoplasmic transport
OCG00479	K01937	map00240	Pyrimidine metabolism
OCG00479	K01937	map01100	Metabolic pathways
OCG00479	K01937	map01232	Nucleotide metabolism
OCG00479	K01937	map01240	Biosynthesis of cofactors
OCG00481	K01070	map00680	Methane metabolism
OCG00481	K01070	map01100	Metabolic pathways
OCG00481	K01070	map01200	Carbon metabolism
OCG00482	K00624	map04146	Peroxisome
OCG00484	K03434	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG00484	K03434	map01100	Metabolic pathways
OCG00485	K09580	map04141	Protein processing in endoplasmic reticulum
OCG00490	K10755	map03030	DNA replication
OCG00490	K10755	map03420	Nucleotide excision repair
OCG00490	K10755	map03430	Mismatch repair
OCG00491	K09829	map00100	Steroid biosynthesis
OCG00491	K09829	map01100	Metabolic pathways
OCG00491	K09829	map01110	Biosynthesis of secondary metabolites
OCG00493	K15296	map04138	Autophagy - yeast
OCG00494	K00507	map01040	Biosynthesis of unsaturated fatty acids
OCG00494	K00507	map01100	Metabolic pathways
OCG00494	K00507	map01212	Fatty acid metabolism
OCG00495	K00801	map00100	Steroid biosynthesis
OCG00495	K00801	map00909	Sesquiterpenoid and triterpenoid biosynthesis
OCG00495	K00801	map01100	Metabolic pathways
OCG00495	K00801	map01110	Biosynthesis of secondary metabolites
OCG00496	K02962	map03010	Ribosome
OCG00497	K01640	map00280	Valine, leucine and isoleucine degradation
OCG00497	K01640	map00650	Butanoate metabolism
OCG00497	K01640	map01100	Metabolic pathways
OCG00497	K01640	map01110	Biosynthesis of secondary metabolites
OCG00497	K01640	map04146	Peroxisome
OCG00499	K03363	map04111	Cell cycle - yeast
OCG00499	K03363	map04113	Meiosis - yeast
OCG00499	K03363	map04120	Ubiquitin mediated proteolysis
OCG00501	K14565	map03008	Ribosome biogenesis in eukaryotes
OCG00503	K01613	map00564	Glycerophospholipid metabolism
OCG00503	K01613	map01100	Metabolic pathways
OCG00503	K01613	map01110	Biosynthesis of secondary metabolites
OCG00504	K01381	map04138	Autophagy - yeast
OCG00505	K00036	map00030	Pentose phosphate pathway
OCG00505	K00036	map00480	Glutathione metabolism
OCG00505	K00036	map01100	Metabolic pathways
OCG00505	K00036	map01110	Biosynthesis of secondary metabolites
OCG00505	K00036	map01200	Carbon metabolism
OCG00507	K03131	map03022	Basal transcription factors
OCG00508	K02136	map00190	Oxidative phosphorylation
OCG00508	K02136	map01100	Metabolic pathways
OCG00510	K00794	map00740	Riboflavin metabolism
OCG00510	K00794	map01100	Metabolic pathways
OCG00510	K00794	map01110	Biosynthesis of secondary metabolites
OCG00510	K00794	map01240	Biosynthesis of cofactors
OCG00511	K00003	map00260	Glycine, serine and threonine metabolism
OCG00511	K00003	map00270	Cysteine and methionine metabolism
OCG00511	K00003	map00300	Lysine biosynthesis
OCG00511	K00003	map01100	Metabolic pathways
OCG00511	K00003	map01110	Biosynthesis of secondary metabolites
OCG00511	K00003	map01230	Biosynthesis of amino acids
OCG00512	K02134	map00190	Oxidative phosphorylation
OCG00512	K02134	map01100	Metabolic pathways
OCG00513	K01866	map00970	Aminoacyl-tRNA biosynthesis
OCG00518	K11883	map03008	Ribosome biogenesis in eukaryotes
OCG00523	K02324	map03030	DNA replication
OCG00523	K02324	map03410	Base excision repair
OCG00523	K02324	map03420	Nucleotide excision repair
OCG00524	K04709	map00600	Sphingolipid metabolism
OCG00524	K04709	map01100	Metabolic pathways
OCG00527	K12160	map03013	Nucleocytoplasmic transport
OCG00529	K02263	map00190	Oxidative phosphorylation
OCG00529	K02263	map01100	Metabolic pathways
OCG00530	K17069	map00270	Cysteine and methionine metabolism
OCG00530	K17069	map00920	Sulfur metabolism
OCG00530	K17069	map01100	Metabolic pathways
OCG00530	K17069	map01110	Biosynthesis of secondary metabolites
OCG00530	K17069	map01200	Carbon metabolism
OCG00530	K17069	map01230	Biosynthesis of amino acids
OCG00531	K11108	map03008	Ribosome biogenesis in eukaryotes
OCG00532	K07901	map04144	Endocytosis
OCG00534	K11227	map04011	MAPK signaling pathway - yeast
OCG00534	K11227	map04139	Mitophagy - yeast
OCG00535	K05286	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG00535	K05286	map01100	Metabolic pathways
OCG00536	K00873	map00010	Glycolysis / Gluconeogenesis
OCG00536	K00873	map00620	Pyruvate metabolism
OCG00536	K00873	map01100	Metabolic pathways
OCG00536	K00873	map01110	Biosynthesis of secondary metabolites
OCG00536	K00873	map01200	Carbon metabolism
OCG00536	K00873	map01230	Biosynthesis of amino acids
OCG00537	K00868	map00750	Vitamin B6 metabolism
OCG00537	K00868	map01100	Metabolic pathways
OCG00537	K00868	map01240	Biosynthesis of cofactors
OCG00539	K01923	map00230	Purine metabolism
OCG00539	K01923	map01100	Metabolic pathways
OCG00539	K01923	map01110	Biosynthesis of secondary metabolites
OCG00541	K00058	map00260	Glycine, serine and threonine metabolism
OCG00541	K00058	map00270	Cysteine and methionine metabolism
